,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Manchester City,Kyle Walker,ENG,DF,33,1990,30.7,0,16,3,18.8,0.52,0.1,0.0,0.0,29.4,1,0,0,0.4,0.4,0.02,-0.4,-0.4
ENG-Premier League,2324,Manchester City,Manuel Akanji,SUI,"DF,MF",28,1995,27.9,2,15,5,33.3,0.54,0.18,0.13,0.4,17.0,0,0,0,1.9,1.9,0.13,0.1,0.1
ENG-Premier League,2324,Manchester City,Mateo Kovačić,CRO,MF,29,1994,17.2,1,22,5,22.7,1.28,0.29,0.05,0.2,20.8,0,0,0,1.3,1.3,0.06,-0.3,-0.3
ENG-Premier League,2324,Manchester City,Matheus Nunes,POR,MF,24,1998,7.3,0,9,4,44.4,1.23,0.54,0.0,0.0,17.9,0,0,0,0.8,0.8,0.09,-0.8,-0.8
ENG-Premier League,2324,Manchester City,Nathan Aké,NED,DF,28,1995,22.7,2,20,5,25.0,0.88,0.22,0.1,0.4,10.8,0,0,0,2.5,2.5,0.12,-0.5,-0.5
ENG-Premier League,2324,Manchester City,Oscar Bobb,NOR,"FW,MF",20,2003,3.4,1,4,1,25.0,1.19,0.3,0.25,1.0,11.1,0,0,0,1.4,1.4,0.35,-0.4,-0.4
ENG-Premier League,2324,Manchester City,Phil Foden,ENG,"FW,MF",23,2000,31.7,19,105,48,45.7,3.31,1.51,0.18,0.4,18.5,4,0,0,10.3,10.3,0.1,8.7,8.7
ENG-Premier League,2324,Manchester City,Rico Lewis,ENG,"DF,MF",18,2004,9.0,2,5,4,80.0,0.56,0.44,0.4,0.5,15.5,0,0,0,0.6,0.6,0.13,1.4,1.4
ENG-Premier League,2324,Manchester City,Rodri,ESP,MF,27,1996,32.6,8,62,22,35.5,1.9,0.68,0.13,0.36,20.6,0,0,0,4.1,4.1,0.07,3.9,3.9
ENG-Premier League,2324,Manchester City,Rúben Dias,POR,DF,26,1997,28.4,0,20,8,40.0,0.7,0.28,0.0,0.0,15.2,0,0,0,1.4,1.4,0.07,-1.4,-1.4
ENG-Premier League,2324,Manchester City,Sergio Gómez,ESP,"FW,MF",22,2000,0.6,0,2,0,0.0,3.4,0.0,0.0,,15.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2
ENG-Premier League,2324,Manchester City,Stefan Ortega,GER,GK,30,1992,7.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Aaron Wan-Bissaka,ENG,DF,25,1997,19.8,0,3,1,33.3,0.15,0.05,0.0,0.0,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2324,Manchester Utd,Alejandro Garnacho,ARG,FW,19,2004,28.5,7,100,27,27.0,3.51,0.95,0.07,0.26,15.8,0,0,0,8.4,8.3,0.08,-1.4,-1.3
ENG-Premier League,2324,Manchester Utd,Amad Diallo,CIV,"FW,MF",21,2002,4.3,1,10,4,40.0,2.31,0.92,0.1,0.25,19.3,0,0,0,0.5,0.5,0.05,0.5,0.5
ENG-Premier League,2324,Manchester Utd,André Onana,CMR,GK,27,1996,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Anthony Martial,FRA,FW,27,1995,5.0,1,6,4,66.7,1.21,0.8,0.17,0.25,12.9,0,0,0,1.2,1.2,0.2,-0.2,-0.2
ENG-Premier League,2324,Manchester Utd,Antony,BRA,FW,23,2000,14.7,1,43,15,34.9,2.92,1.02,0.02,0.07,18.9,0,0,0,3.4,3.4,0.08,-2.4,-2.4
ENG-Premier League,2324,Manchester Utd,Bruno Fernandes,POR,"MF,FW",28,1994,34.6,10,90,35,38.9,2.6,1.01,0.07,0.17,22.8,11,4,5,10.0,6.1,0.07,0.0,-0.1
ENG-Premier League,2324,Manchester Utd,Casemiro,BRA,"MF,DF",31,1992,22.0,1,39,9,23.1,1.77,0.41,0.03,0.11,17.1,1,0,0,3.5,3.5,0.09,-2.5,-2.5
ENG-Premier League,2324,Manchester Utd,Christian Eriksen,DEN,MF,31,1992,12.7,1,13,4,30.8,1.03,0.32,0.08,0.25,22.0,2,0,0,1.0,1.0,0.08,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Diogo Dalot,POR,DF,24,1999,35.3,2,30,7,23.3,0.85,0.2,0.07,0.29,21.0,0,0,0,1.7,1.7,0.06,0.3,0.3
ENG-Premier League,2324,Manchester Utd,Donny van de Beek,NED,DF,26,1997,0.0,0,1,0,0.0,30.0,0.0,0.0,,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Ethan Wheatley,ENG,FW,17,2006,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Facundo Pellistri,URU,"FW,MF",21,2001,1.9,0,4,2,50.0,2.09,1.05,0.0,0.0,11.5,0,0,0,0.7,0.7,0.18,-0.7,-0.7
ENG-Premier League,2324,Manchester Utd,Hannibal Mejbri,TUN,"MF,FW",20,2003,1.5,1,1,1,100.0,0.68,0.68,1.0,1.0,28.7,0,0,0,0.0,0.0,0.03,1.0,1.0
ENG-Premier League,2324,Manchester Utd,Harry Maguire,ENG,DF,30,1993,18.4,2,20,3,15.0,1.09,0.16,0.1,0.67,11.5,0,0,0,2.0,2.0,0.1,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Jadon Sancho,ENG,"FW,MF",23,2000,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Jonny Evans,NIR,DF,35,1988,15.5,0,1,0,0.0,0.06,0.0,0.0,,5.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2324,Manchester Utd,Kobbie Mainoo,ENG,MF,18,2005,21.4,3,11,5,45.5,0.51,0.23,0.27,0.6,21.1,0,0,0,0.9,0.9,0.08,2.1,2.1
ENG-Premier League,2324,Manchester Utd,Lisandro Martínez,ARG,DF,25,1998,7.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Luke Shaw,ENG,DF,28,1995,10.7,0,2,0,0.0,0.19,0.0,0.0,,21.2,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Marcus Rashford,ENG,FW,25,1997,25.2,7,60,19,31.7,2.38,0.75,0.08,0.26,16.8,1,2,2,7.4,5.8,0.1,-0.4,-0.8
ENG-Premier League,2324,Manchester Utd,Mason Mount,ENG,"MF,FW",24,1999,5.7,1,5,1,20.0,0.87,0.17,0.2,1.0,13.6,0,0,0,0.4,0.4,0.08,0.6,0.6
ENG-Premier League,2324,Manchester Utd,Omari Forson,ENG,FW,19,2004,0.8,0,1,0,0.0,1.29,0.0,0.0,,21.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2324,Manchester Utd,Raphaël Varane,FRA,DF,30,1993,15.3,1,8,2,25.0,0.52,0.13,0.13,0.5,9.2,0,0,0,1.3,1.3,0.16,-0.3,-0.3
ENG-Premier League,2324,Manchester Utd,Rasmus Højlund,DEN,FW,20,2003,24.0,10,38,20,52.6,1.58,0.83,0.26,0.5,11.6,0,0,0,7.6,7.6,0.2,2.4,2.4
ENG-Premier League,2324,Manchester Utd,Scott McTominay,SCO,"MF,FW",26,1996,21.1,7,44,19,43.2,2.08,0.9,0.16,0.37,14.6,0,0,0,5.7,5.7,0.14,1.3,1.3
ENG-Premier League,2324,Manchester Utd,Sergio Reguilón,ESP,DF,26,1996,4.6,0,4,0,0.0,0.87,0.0,0.0,,18.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2324,Manchester Utd,Sofyan Amrabat,MAR,"MF,DF",26,1996,10.4,0,3,0,0.0,0.29,0.0,0.0,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,2324,Manchester Utd,Victor Lindelöf,SWE,DF,29,1994,14.8,1,6,4,66.7,0.41,0.27,0.17,0.25,10.4,0,0,0,0.8,0.8,0.13,0.2,0.2
ENG-Premier League,2324,Manchester Utd,Willy Kambwala,FRA,DF,18,2004,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Alex Murphy,IRL,"DF,FW",19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Alexander Isak,SWE,FW,23,1999,25.1,21,72,36,50.0,2.87,1.44,0.22,0.44,14.5,1,5,6,20.3,15.6,0.22,0.7,0.4
ENG-Premier League,2324,Newcastle Utd,Anthony Gordon,ENG,FW,22,2001,32.1,11,80,29,36.3,2.49,0.9,0.13,0.34,17.3,1,1,1,10.2,9.4,0.12,0.8,0.6
ENG-Premier League,2324,Newcastle Utd,Ben Parkinson,ENG,FW,18,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Bruno Guimarães,BRA,MF,25,1997,36.3,7,48,16,33.3,1.32,0.44,0.15,0.44,17.8,0,0,0,4.8,4.8,0.1,2.2,2.2
ENG-Premier League,2324,Newcastle Utd,Callum Wilson,ENG,FW,31,1992,11.0,9,33,18,54.5,3.0,1.63,0.21,0.39,11.8,0,2,2,8.8,7.2,0.22,0.2,-0.2
ENG-Premier League,2324,Newcastle Utd,Dan Burn,ENG,DF,31,1992,30.3,2,23,5,21.7,0.76,0.17,0.09,0.4,8.1,0,0,0,3.1,3.1,0.14,-1.1,-1.1
ENG-Premier League,2324,Newcastle Utd,Elliot Anderson,ENG,"MF,FW",20,2002,11.4,0,19,4,21.1,1.67,0.35,0.0,0.0,14.5,0,0,0,1.5,1.5,0.08,-1.5,-1.5
ENG-Premier League,2324,Newcastle Utd,Emil Krafth,SWE,DF,28,1994,10.1,0,4,0,0.0,0.39,0.0,0.0,,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2324,Newcastle Utd,Fabian Schär,SUI,DF,31,1991,33.9,4,35,9,25.7,1.03,0.27,0.11,0.44,18.9,3,0,0,2.5,2.5,0.07,1.5,1.5
ENG-Premier League,2324,Newcastle Utd,Harvey Barnes,ENG,"FW,MF",25,1997,8.9,5,27,12,44.4,3.03,1.35,0.19,0.42,16.0,0,0,0,3.6,3.6,0.13,1.4,1.4
ENG-Premier League,2324,Newcastle Utd,Jacob Murphy,ENG,"FW,DF",28,1995,13.2,3,30,10,33.3,2.27,0.76,0.1,0.3,19.6,0,0,0,2.1,2.1,0.07,0.9,0.9
ENG-Premier League,2324,Newcastle Utd,Jamaal Lascelles,ENG,DF,29,1993,12.0,1,6,1,16.7,0.5,0.08,0.17,1.0,9.3,0,0,0,0.7,0.7,0.12,0.3,0.3
ENG-Premier League,2324,Newcastle Utd,Joe White,ENG,MF,20,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Joe Willock,ENG,MF,23,1999,4.7,1,7,3,42.9,1.5,0.64,0.14,0.33,10.9,0,0,0,0.8,0.8,0.12,0.2,0.2
ENG-Premier League,2324,Newcastle Utd,Joelinton,BRA,"MF,FW",26,1996,14.2,2,19,7,36.8,1.34,0.49,0.11,0.29,15.5,0,0,0,3.1,3.1,0.16,-1.1,-1.1
ENG-Premier League,2324,Newcastle Utd,Kieran Trippier,ENG,DF,32,1990,24.8,1,8,2,25.0,0.32,0.08,0.13,0.5,23.8,4,0,0,0.7,0.7,0.08,0.3,0.3
ENG-Premier League,2324,Newcastle Utd,Lewis Hall,ENG,DF,18,2004,8.7,1,11,4,36.4,1.27,0.46,0.09,0.25,20.8,0,0,0,0.3,0.3,0.03,0.7,0.7
ENG-Premier League,2324,Newcastle Utd,Lewis Miley,ENG,MF,17,2006,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.1,-0.2,-0.2
ENG-Premier League,2324,Newcastle Utd,Loris Karius,GER,GK,30,1993,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Martin Dúbravka,SVK,GK,34,1989,22.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Matt Ritchie,SCO,"FW,MF",33,1989,1.4,1,6,4,66.7,4.22,2.81,0.17,0.25,12.0,0,0,0,1.0,1.0,0.16,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Matt Targett,ENG,DF,27,1995,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Miguel Almirón,PAR,FW,29,1994,21.5,3,41,12,29.3,1.91,0.56,0.07,0.25,16.1,0,0,0,4.5,4.5,0.11,-1.5,-1.5
ENG-Premier League,2324,Newcastle Utd,Nick Pope,ENG,GK,31,1992,14.9,0,1,0,0.0,0.07,0.0,0.0,,14.3,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Paul Dummett,WAL,DF,31,1991,0.2,0,1,0,0.0,4.5,0.0,0.0,,16.1,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2324,Newcastle Utd,Sandro Tonali,ITA,MF,23,2000,4.9,1,3,2,66.7,0.62,0.41,0.33,0.5,15.8,0,0,0,0.7,0.7,0.22,0.3,0.3
ENG-Premier League,2324,Newcastle Utd,Sean Longstaff,ENG,MF,25,1997,30.5,6,41,15,36.6,1.34,0.49,0.15,0.4,14.5,0,0,0,6.6,6.6,0.16,-0.6,-0.6
ENG-Premier League,2324,Newcastle Utd,Sven Botman,NED,DF,23,2000,15.3,2,10,2,20.0,0.65,0.13,0.2,1.0,10.5,0,0,0,0.6,0.6,0.06,1.4,1.4
ENG-Premier League,2324,Newcastle Utd,Valentino Livramento,ENG,DF,20,2002,14.6,1,4,2,50.0,0.27,0.14,0.25,0.5,12.9,0,0,0,0.4,0.4,0.09,0.6,0.6
ENG-Premier League,2324,Nott'ham Forest,Andrew Omobamidele,IRL,DF,21,2002,8.7,0,1,0,0.0,0.11,0.0,0.0,,5.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1
ENG-Premier League,2324,Nott'ham Forest,Andrey Santos,BRA,MF,19,2004,0.1,0,2,0,0.0,22.5,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2324,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",21,2002,27.0,5,54,22,40.7,2.0,0.81,0.09,0.23,16.2,0,0,0,6.6,6.6,0.12,-1.6,-1.6
ENG-Premier League,2324,Nott'ham Forest,Brandon Aguilera,CRC,FW,20,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Nott'ham Forest,Brennan Johnson,WAL,"FW,MF",22,2001,2.6,0,3,0,0.0,1.14,0.0,0.0,,19.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ENG-Premier League,2324,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",22,2000,20.6,8,38,20,52.6,1.84,0.97,0.21,0.4,18.3,1,0,0,2.7,2.7,0.07,5.3,5.3
ENG-Premier League,2324,Nott'ham Forest,Cheikhou Kouyaté,SEN,MF,33,1989,2.4,0,5,1,20.0,2.12,0.42,0.0,0.0,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ENG-Premier League,2324,Nott'ham Forest,Chris Wood,NZL,FW,31,1991,20.1,14,48,26,54.2,2.38,1.29,0.29,0.54,10.2,0,0,0,11.9,11.9,0.25,2.1,2.1
ENG-Premier League,2324,Nott'ham Forest,Danilo,BRA,MF,22,2001,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,21.0,0,0,0,1.8,1.8,0.08,0.2,0.2
ENG-Premier League,2324,Nott'ham Forest,Divock Origi,BEL,FW,28,1995,6.7,0,14,2,14.3,2.08,0.3,0.0,0.0,19.7,0,0,0,1.4,1.4,0.1,-1.4,-1.4
ENG-Premier League,2324,Nott'ham Forest,Felipe,BRA,DF,34,1989,4.2,0,3,0,0.0,0.72,0.0,0.0,,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2324,Nott'ham Forest,Gio Reyna,USA,"FW,MF",20,2002,2.6,0,5,2,40.0,1.91,0.77,0.0,0.0,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ENG-Premier League,2324,Nott'ham Forest,Gonzalo Montiel,ARG,DF,26,1997,8.9,0,3,0,0.0,0.34,0.0,0.0,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2324,Nott'ham Forest,Harry Toffolo,ENG,DF,27,1995,16.2,1,8,5,62.5,0.49,0.31,0.13,0.2,14.4,0,0,0,1.6,1.6,0.21,-0.6,-0.6
ENG-Premier League,2324,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,25,1997,11.5,0,8,0,0.0,0.7,0.0,0.0,,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ENG-Premier League,2324,Nott'ham Forest,Joe Worrall,ENG,DF,26,1997,4.9,0,2,0,0.0,0.41,0.0,0.0,,10.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2324,Nott'ham Forest,Matt Turner,USA,GK,29,1994,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Nott'ham Forest,Matz Sels,BEL,GK,31,1992,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Nott'ham Forest,Morgan Gibbs-White,ENG,"MF,FW",23,2000,35.1,5,70,13,18.6,2.0,0.37,0.06,0.31,19.8,4,1,1,6.9,6.1,0.09,-1.9,-2.1
ENG-Premier League,2324,Nott'ham Forest,Moussa Niakhate,SEN,DF,27,1996,16.2,1,5,1,20.0,0.31,0.06,0.2,1.0,9.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1
ENG-Premier League,2324,Nott'ham Forest,Murillo,BRA,DF,21,2002,31.0,0,17,6,35.3,0.55,0.19,0.0,0.0,22.6,2,0,0,1.8,1.8,0.11,-1.8,-1.8
ENG-Premier League,2324,Nott'ham Forest,Neco Williams,WAL,DF,22,2001,18.2,0,15,4,26.7,0.82,0.22,0.0,0.0,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8
ENG-Premier League,2324,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",25,1998,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,0.7,0.7
ENG-Premier League,2324,Nott'ham Forest,Nuno Tavares,POR,DF,23,2000,5.1,0,7,1,14.3,1.38,0.2,0.0,0.0,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ENG-Premier League,2324,Nott'ham Forest,Odisseas Vlachodimos,GRE,GK,29,1994,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Nott'ham Forest,Ola Aina,NGA,DF,26,1996,18.8,1,11,1,9.1,0.59,0.05,0.09,1.0,26.6,0,0,0,0.3,0.3,0.02,0.7,0.7
ENG-Premier League,2324,Nott'ham Forest,Orel Mangala,BEL,MF,25,1998,17.4,1,10,1,10.0,0.58,0.06,0.1,1.0,18.9,0,0,0,0.8,0.8,0.08,0.2,0.2
ENG-Premier League,2324,Nott'ham Forest,Rodrigo Ribeiro,POR,"MF,FW",18,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Nott'ham Forest,Ryan Yates,ENG,MF,25,1997,22.1,1,32,7,21.9,1.45,0.32,0.03,0.14,18.2,0,0,0,2.6,2.6,0.08,-1.6,-1.6
ENG-Premier League,2324,Nott'ham Forest,Scott McKenna,SCO,DF,26,1996,4.6,0,2,0,0.0,0.43,0.0,0.0,,10.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2
ENG-Premier League,2324,Nott'ham Forest,Serge Aurier,CIV,"DF,MF",30,1992,9.3,0,6,1,16.7,0.65,0.11,0.0,0.0,16.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,2324,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,25,1997,11.6,6,22,11,50.0,1.9,0.95,0.27,0.55,11.5,0,0,0,4.7,4.7,0.22,1.3,1.3
ENG-Premier League,2324,Nott'ham Forest,Willy Boly,CIV,DF,32,1991,16.0,2,14,6,42.9,0.88,0.38,0.14,0.33,10.4,0,0,0,1.5,1.5,0.11,0.5,0.5
ENG-Premier League,2324,Sheffield Utd,Andre Brooks,ENG,"MF,DF",19,2003,10.4,0,9,2,22.2,0.86,0.19,0.0,0.0,19.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2324,Sheffield Utd,Anel Ahmedhodžić,BIH,DF,24,1999,29.4,2,19,5,26.3,0.65,0.17,0.11,0.4,11.9,0,0,0,3.1,3.1,0.17,-1.1,-1.1
ENG-Premier League,2324,Sheffield Utd,Anis Ben Slimane,TUN,MF,22,2001,4.7,0,8,3,37.5,1.72,0.64,0.0,0.0,18.2,0,0,0,0.8,0.8,0.1,-0.8,-0.8
ENG-Premier League,2324,Sheffield Utd,Antwoine Hackford,ENG,FW,19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Auston Trusty,USA,DF,24,1998,28.6,0,8,2,25.0,0.28,0.07,0.0,0.0,13.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2324,Sheffield Utd,Ben Brereton,CHI,"FW,MF",24,1999,12.3,6,34,16,47.1,2.77,1.3,0.15,0.31,14.5,0,1,1,6.1,5.3,0.16,-0.1,-0.3
ENG-Premier League,2324,Sheffield Utd,Ben Osborn,ENG,"DF,MF",28,1994,15.2,0,4,0,0.0,0.26,0.0,0.0,,23.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,2324,Sheffield Utd,Bénie Traoré,CIV,"FW,MF",20,2002,4.3,0,1,1,100.0,0.23,0.23,0.0,0.0,15.3,0,0,0,0.3,0.3,0.27,-0.3,-0.3
ENG-Premier League,2324,Sheffield Utd,Cameron Archer,ENG,"FW,MF",22,2001,20.4,4,42,9,21.4,2.06,0.44,0.1,0.44,16.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5
ENG-Premier League,2324,Sheffield Utd,Chris Basham,ENG,"DF,MF",35,1988,3.6,0,2,0,0.0,0.56,0.0,0.0,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2324,Sheffield Utd,Daniel Jebbison,ENG,FW,19,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,George Baldock,GRE,DF,30,1993,10.8,0,1,0,0.0,0.09,0.0,0.0,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Gustavo Hamer,NED,MF,26,1997,32.3,4,49,13,26.5,1.52,0.4,0.08,0.31,23.5,6,0,0,3.0,3.0,0.06,1.0,1.0
ENG-Premier League,2324,Sheffield Utd,Ivo Grbić,CRO,GK,27,1996,8.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Jack Robinson,ENG,DF,29,1993,32.1,1,14,5,35.7,0.44,0.16,0.07,0.2,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2
ENG-Premier League,2324,Sheffield Utd,James Mcatee,ENG,"MF,FW",20,2002,20.2,3,25,8,32.0,1.23,0.4,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3
ENG-Premier League,2324,Sheffield Utd,Jayden Bogle,ENG,DF,23,2000,31.0,3,32,11,34.4,1.03,0.36,0.09,0.27,16.2,0,0,0,2.3,2.3,0.07,0.7,0.7
ENG-Premier League,2324,Sheffield Utd,John Egan,IRL,DF,30,1992,5.4,0,3,1,33.3,0.56,0.19,0.0,0.0,10.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2324,Sheffield Utd,John Fleck,SCO,"MF,DF",31,1991,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Luke Thomas,ENG,DF,22,2001,10.2,0,6,1,16.7,0.59,0.1,0.0,0.0,15.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
ENG-Premier League,2324,Sheffield Utd,Mason Holgate,ENG,DF,26,1996,7.9,0,3,0,0.0,0.38,0.0,0.0,,6.5,0,0,0,0.6,0.6,0.22,-0.6,-0.6
ENG-Premier League,2324,Sheffield Utd,Max Lowe,ENG,"DF,MF",26,1997,5.6,0,2,0,0.0,0.36,0.0,0.0,,10.4,0,0,0,0.6,0.6,0.29,-0.6,-0.6
ENG-Premier League,2324,Sheffield Utd,Oliver Arblaster,ENG,MF,19,2004,10.5,0,1,1,100.0,0.1,0.1,0.0,0.0,16.6,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Oliver McBurnie,SCO,FW,27,1996,14.2,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3
ENG-Premier League,2324,Sheffield Utd,Oliver Norwood,NIR,MF,32,1991,16.0,1,14,5,35.7,0.87,0.31,0.0,0.0,32.9,0,1,1,1.1,0.3,0.02,-0.1,-0.3
ENG-Premier League,2324,Sheffield Utd,Rhian Brewster,ENG,"FW,MF",23,2000,3.8,0,7,3,42.9,1.82,0.78,0.0,0.0,23.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2324,Sheffield Utd,Rhys Norrington-Davies,WAL,DF,24,1999,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Ryan One,SCO,FW,17,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Sam Curtis,IRL,DF,17,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Sydie Peck,ENG,MF,18,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Sheffield Utd,Tom Davies,ENG,MF,25,1998,2.5,0,4,1,25.0,1.63,0.41,0.0,0.0,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ENG-Premier League,2324,Sheffield Utd,Vinicius Souza,BRA,MF,24,1999,29.6,1,14,6,42.9,0.47,0.2,0.07,0.17,21.5,0,0,0,0.6,0.6,0.05,0.4,0.4
