,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1920,Leicester City,Nampalys Mendy,SEN,MF,27,1992,3.2,9,2.78,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Leicester City,Ricardo Pereira,POR,DF,25,1993,28.0,74,2.64,57,3,10,1,3,0,7,0.25,6,0,0,1,0,0
ENG-Premier League,1920,Leicester City,Ryan Bennett,ENG,DF,29,1990,3.7,3,0.82,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Leicester City,Wes Morgan,JAM,DF,35,1984,4.8,6,1.24,3,0,1,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Leicester City,Wilfred Ndidi,NGA,MF,22,1996,29.7,46,1.55,40,0,2,2,1,1,3,0.1,3,0,0,0,0,0
ENG-Premier League,1920,Leicester City,Youri Tielemans,BEL,MF,22,1997,31.4,110,3.5,92,6,3,3,5,1,10,0.32,10,0,0,0,0,0
ENG-Premier League,1920,Leicester City,Çağlar Söyüncü,TUR,DF,23,1996,33.7,21,0.62,17,1,0,2,1,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Adam Lallana,ENG,"MF,FW",31,1988,4.2,8,1.88,7,0,0,0,1,0,1,0.24,1,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Adrián,ESP,GK,32,1987,9.7,2,0.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",25,1993,16.5,51,3.09,38,0,5,4,4,0,6,0.36,3,0,2,0,1,0
ENG-Premier League,1920,Liverpool,Alisson,BRA,GK,26,1992,28.3,5,0.18,5,0,0,0,0,0,2,0.07,2,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Andrew Robertson,SCO,DF,25,1994,34.6,130,3.76,106,15,4,3,0,2,22,0.64,18,2,2,0,0,0
ENG-Premier League,1920,Liverpool,Curtis Jones,ENG,MF,18,2001,1.4,3,2.14,2,0,0,0,0,1,1,0.71,1,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Dejan Lovren,CRO,DF,30,1989,8.6,5,0.58,5,0,0,0,0,0,2,0.23,2,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Divock Origi,BEL,FW,24,1995,8.0,20,2.51,9,0,6,2,3,0,3,0.38,0,0,1,1,1,0
ENG-Premier League,1920,Liverpool,Fabinho,BRA,MF,25,1993,23.1,50,2.16,45,0,1,1,1,2,5,0.22,5,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Georginio Wijnaldum,NED,MF,28,1990,32.6,55,1.69,49,0,2,2,2,0,4,0.12,4,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Harvey Elliott,ENG,DF,16,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Liverpool,James Milner,ENG,"MF,DF",33,1986,10.4,28,2.69,24,1,0,1,1,1,4,0.38,4,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Joe Gomez,ENG,DF,22,1997,22.3,22,0.99,20,0,0,1,0,1,4,0.18,3,0,0,1,0,0
ENG-Premier League,1920,Liverpool,Jordan Henderson,ENG,MF,29,1990,24.9,53,2.13,45,1,2,3,2,0,6,0.24,5,0,0,1,0,0
ENG-Premier League,1920,Liverpool,Joël Matip,CMR,DF,27,1991,7.8,9,1.15,7,0,0,0,1,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Mohamed Salah,EGY,FW,27,1992,32.0,136,4.26,94,6,17,13,5,1,15,0.47,9,2,2,1,1,0
ENG-Premier League,1920,Liverpool,Naby Keïta,GUI,MF,24,1995,9.1,35,3.87,31,1,1,1,0,1,6,0.66,6,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Neco Williams,WAL,DF,18,2001,2.6,6,2.35,4,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Roberto Firmino,BRA,FW,27,1991,33.2,114,3.43,90,0,12,7,2,3,20,0.6,16,0,2,1,0,1
ENG-Premier League,1920,Liverpool,Sadio Mané,SEN,FW,27,1992,30.5,114,3.73,91,0,6,3,12,2,16,0.52,9,0,1,1,4,1
ENG-Premier League,1920,Liverpool,Takumi Minamino,JPN,"FW,MF",24,1995,2.8,3,1.08,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Liverpool,Trent Alexander-Arnold,ENG,DF,20,1998,35.3,155,4.39,93,51,3,6,1,1,24,0.68,15,7,0,2,0,0
ENG-Premier League,1920,Liverpool,Virgil van Dijk,NED,DF,28,1991,38.0,35,0.92,28,0,0,5,1,1,7,0.18,5,0,0,1,1,0
ENG-Premier League,1920,Liverpool,Xherdan Shaqiri,SUI,"FW,MF",27,1991,2.1,5,2.43,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Angeliño,ESP,DF,22,1997,4.7,15,3.19,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Aymeric Laporte,ESP,DF,25,1994,12.2,12,0.98,11,0,0,1,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Benjamin Mendy,FRA,DF,25,1994,16.6,41,2.47,37,1,1,2,0,0,7,0.42,5,1,0,1,0,0
ENG-Premier League,1920,Manchester City,Bernardo Silva,POR,"FW,MF",24,1994,22.6,110,4.87,86,3,7,11,2,1,14,0.62,11,0,1,2,0,0
ENG-Premier League,1920,Manchester City,Claudio Bravo,CHI,GK,36,1983,3.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester City,David Silva,ESP,MF,33,1986,20.3,119,5.87,100,1,7,6,4,1,19,0.94,14,1,1,1,1,1
ENG-Premier League,1920,Manchester City,Ederson,BRA,GK,25,1993,34.1,6,0.18,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Eric García,ESP,DF,18,2001,8.8,5,0.57,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Fernandinho,BRA,DF,34,1985,26.6,31,1.16,26,0,1,4,0,0,6,0.23,6,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Gabriel Jesus,BRA,FW,22,1997,22.6,73,3.24,51,0,12,7,1,2,11,0.49,8,0,2,1,0,0
ENG-Premier League,1920,Manchester City,John Stones,ENG,DF,25,1994,12.5,13,1.04,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,1920,Manchester City,João Cancelo,POR,DF,25,1994,13.4,52,3.87,41,0,5,2,3,1,3,0.22,2,0,0,0,1,0
ENG-Premier League,1920,Manchester City,Kevin De Bruyne,BEL,MF,28,1991,31.0,233,7.51,164,42,13,4,8,2,32,1.03,23,2,5,1,1,0
ENG-Premier League,1920,Manchester City,Kyle Walker,ENG,DF,29,1990,26.6,53,1.99,43,2,5,0,2,1,6,0.23,6,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Leroy Sané,GER,FW,23,1996,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Nicolás Otamendi,ARG,DF,31,1988,19.1,13,0.68,10,0,0,3,0,0,1,0.05,0,0,0,1,0,0
ENG-Premier League,1920,Manchester City,Oleksandr Zinchenko,UKR,DF,22,1996,14.2,38,2.68,37,1,0,0,0,0,3,0.21,3,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Phil Foden,ENG,"FW,MF",19,2000,10.0,57,5.69,46,2,4,2,1,2,11,1.1,11,0,0,0,0,0
ENG-Premier League,1920,Manchester City,Raheem Sterling,ENG,FW,24,1994,29.5,125,4.24,91,1,10,11,11,1,12,0.41,6,0,0,3,3,0
ENG-Premier League,1920,Manchester City,Riyad Mahrez,ALG,"FW,MF",28,1991,21.6,148,6.86,92,16,24,4,10,2,30,1.39,15,2,6,1,5,1
ENG-Premier League,1920,Manchester City,Rodri,ESP,MF,23,1996,27.6,75,2.72,65,0,3,3,3,1,4,0.14,3,0,0,1,0,0
ENG-Premier League,1920,Manchester City,Sergio Agüero,ARG,FW,31,1988,16.1,57,3.53,31,0,9,12,5,0,7,0.43,3,0,1,2,1,0
ENG-Premier League,1920,Manchester City,Tommy Doyle,ENG,MF,17,2001,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester City,İlkay Gündoğan,GER,MF,28,1990,22.4,79,3.52,69,3,0,3,3,1,3,0.13,3,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Aaron Wan-Bissaka,ENG,DF,21,1997,34.1,51,1.5,45,1,4,1,0,0,8,0.23,7,0,1,0,0,0
ENG-Premier League,1920,Manchester Utd,Andreas Pereira,BRA,"MF,FW",23,1996,16.5,63,3.82,50,5,5,2,1,0,8,0.49,7,1,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Angel Gomes,ENG,MF,18,2000,0.2,2,8.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Anthony Martial,FRA,FW,23,1995,29.2,100,3.43,77,0,11,6,6,0,20,0.69,14,0,2,2,2,0
ENG-Premier League,1920,Manchester Utd,Ashley Young,ENG,DF,34,1985,10.6,30,2.83,14,14,0,0,1,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Axel Tuanzebe,ENG,DF,21,1997,2.1,2,0.95,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Brandon Williams,ENG,DF,18,2000,11.2,25,2.24,22,1,1,0,1,0,1,0.09,0,0,0,0,1,0
ENG-Premier League,1920,Manchester Utd,Bruno Fernandes,POR,MF,24,1994,13.2,53,4.02,36,10,1,3,3,0,12,0.91,6,3,0,0,3,0
ENG-Premier League,1920,Manchester Utd,Daniel James,WAL,FW,21,1997,25.4,71,2.79,49,0,4,5,13,0,9,0.35,8,0,0,0,1,0
ENG-Premier League,1920,Manchester Utd,David de Gea,ESP,GK,28,1990,38.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Diogo Dalot,POR,"DF,MF",20,1999,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Eric Bailly,CIV,DF,25,1994,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Fred,BRA,MF,26,1993,24.0,93,3.87,70,7,6,3,4,3,3,0.12,3,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Harry Maguire,ENG,DF,26,1993,38.0,39,1.03,35,1,0,2,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,James Garner,ENG,MF,18,2001,0.1,1,10.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Jesse Lingard,ENG,"MF,FW",26,1992,10.4,41,3.95,35,0,2,1,1,2,5,0.48,4,0,0,0,0,1
ENG-Premier League,1920,Manchester Utd,Juan Mata,ESP,"MF,FW",31,1988,8.4,41,4.87,34,3,1,2,1,0,3,0.36,3,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Luke Shaw,ENG,DF,24,1995,19.3,47,2.44,36,4,3,1,2,1,2,0.1,2,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Marcos Rojo,ARG,DF,29,1990,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Marcus Rashford,ENG,FW,21,1997,29.4,95,3.23,66,2,13,4,10,0,19,0.65,12,0,3,0,4,0
ENG-Premier League,1920,Manchester Utd,Mason Greenwood,ENG,FW,17,2001,14.7,40,2.73,35,0,3,1,1,0,6,0.41,6,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Nemanja Matić,SRB,MF,30,1988,17.6,47,2.68,44,0,2,0,1,0,4,0.23,4,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Odion Ighalo,NGA,FW,30,1989,1.1,4,3.56,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Paul Pogba,FRA,MF,26,1993,13.4,61,4.56,51,2,4,0,4,0,7,0.52,5,0,1,0,1,0
ENG-Premier League,1920,Manchester Utd,Phil Jones,ENG,DF,27,1992,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Scott McTominay,SCO,MF,22,1996,19.7,46,2.34,36,0,1,4,5,0,3,0.15,3,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Tahith Chong,NED,"FW,DF",19,1999,0.4,2,4.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Timothy Fosu-Mensah,NED,DF,21,1998,1.5,3,1.99,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Manchester Utd,Victor Lindelöf,SWE,DF,25,1994,34.4,18,0.52,17,0,0,1,0,0,2,0.06,2,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Allan Saint-Maximin,FRA,"MF,FW",22,1997,20.7,88,4.25,53,0,22,6,7,0,9,0.44,6,0,1,1,1,0
ENG-Premier League,1920,Newcastle Utd,Andy Carroll,ENG,FW,30,1989,7.0,19,2.71,18,0,0,0,1,0,5,0.71,5,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Christian Atsu,GHA,"MF,FW",27,1992,8.3,25,3.0,19,3,2,0,1,0,4,0.48,3,1,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Ciaran Clark,IRL,DF,29,1989,13.2,4,0.3,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Danny Rose,ENG,DF,29,1990,9.6,9,0.94,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,DeAndre Yedlin,USA,DF,26,1993,10.4,18,1.73,16,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Dwight Gayle,ENG,FW,28,1990,9.4,13,1.37,6,0,0,3,3,1,2,0.21,2,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Emil Krafth,SWE,DF,24,1994,11.3,3,0.26,3,0,0,0,0,0,1,0.09,1,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Fabian Schär,SUI,"DF,MF",27,1991,18.6,25,1.38,19,1,1,3,0,1,3,0.17,1,1,0,1,0,0
ENG-Premier League,1920,Newcastle Utd,Federico Fernández,ARG,DF,30,1989,29.1,19,0.65,10,2,3,3,1,0,3,0.1,1,0,0,2,0,0
ENG-Premier League,1920,Newcastle Utd,Florian Lejeune,FRA,DF,28,1991,4.9,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Isaac Hayden,ENG,MF,24,1995,24.7,33,1.34,25,1,2,2,2,1,3,0.12,1,0,0,1,1,0
ENG-Premier League,1920,Newcastle Utd,Jamaal Lascelles,ENG,DF,25,1993,23.1,10,0.43,7,0,0,1,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Javier Manquillo,ESP,DF,25,1994,17.8,21,1.18,17,2,1,0,1,0,4,0.23,2,1,0,0,1,0
ENG-Premier League,1920,Newcastle Utd,Jetro Willems,NED,DF,25,1994,16.6,38,2.29,28,4,4,1,1,0,6,0.36,4,1,1,0,0,0
ENG-Premier League,1920,Newcastle Utd,Joelinton,BRA,FW,22,1996,29.8,71,2.38,60,1,3,4,3,0,5,0.17,5,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Jonjo Shelvey,ENG,MF,27,1992,23.5,82,3.48,56,18,4,4,0,0,6,0.25,3,2,1,0,0,0
ENG-Premier League,1920,Newcastle Utd,Kelland Watts,ENG,DF,19,1999,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Ki Sung-yueng,KOR,MF,30,1989,1.5,4,2.63,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Martin Dúbravka,SVK,GK,30,1989,38.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Matt Ritchie,SCO,"DF,MF",29,1989,14.6,56,3.83,22,29,1,2,2,0,3,0.21,2,0,1,0,0,0
ENG-Premier League,1920,Newcastle Utd,Matthew Longstaff,ENG,MF,19,2000,6.4,8,1.25,8,0,0,0,0,0,1,0.16,1,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Miguel Almirón,PAR,"MF,FW",25,1994,33.6,83,2.47,56,0,10,6,7,4,3,0.09,2,0,0,0,1,0
ENG-Premier League,1920,Newcastle Utd,Nabil Bentaleb,ALG,MF,24,1994,8.3,15,1.8,12,1,0,0,1,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Paul Dummett,WAL,DF,27,1991,13.6,7,0.51,7,0,0,0,0,0,1,0.07,1,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Sean Longstaff,ENG,MF,21,1997,15.3,36,2.35,21,9,1,2,2,1,3,0.2,1,0,0,1,0,1
ENG-Premier League,1920,Newcastle Utd,Valentino Lazaro,AUT,"DF,MF",23,1996,5.3,11,2.06,7,2,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Newcastle Utd,Yoshinori Mutō,JPN,"MF,FW",27,1992,2.4,3,1.27,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Adam Idah,IRL,"FW,MF",18,2001,2.5,2,0.79,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Akin Famewo,ENG,MF,20,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Alexander Tettey,NOR,"MF,DF",33,1986,26.0,24,0.92,20,0,1,2,0,1,1,0.04,1,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Ben Godfrey,ENG,DF,21,1998,29.4,13,0.44,10,0,0,3,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Christoph Zimmermann,GER,DF,26,1993,15.9,7,0.44,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Dennis Srbeny,GER,"MF,FW",25,1994,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Emi Buendía,ARG,"FW,MF",22,1996,27.4,152,5.55,95,33,10,3,8,3,11,0.4,6,2,0,1,0,2
ENG-Premier League,1920,Norwich City,Grant Hanley,SCO,DF,27,1991,14.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Ibrahim Amadou,FRA,"DF,MF",26,1993,8.4,2,0.24,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Jamal Lewis,NIR,DF,21,1998,25.6,36,1.41,30,2,3,0,1,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Jordan Thomas,ENG,FW,18,2001,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Josh Martin,ENG,"FW,MF",17,2001,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Josip Drmić,SUI,FW,26,1992,7.2,10,1.39,7,0,1,2,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Kenny McLean,SCO,MF,27,1992,33.0,69,2.09,57,6,0,2,4,0,4,0.12,4,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Lukas Rupp,GER,"FW,MF",28,1991,7.7,15,1.94,12,1,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Marco Stiepermann,GER,MF,28,1991,13.1,32,2.44,28,0,2,1,1,0,3,0.23,3,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Mario Vrančić,BIH,MF,30,1989,7.1,21,2.97,15,0,0,4,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Max Aarons,ENG,DF,19,2000,36.0,64,1.78,47,2,6,3,4,2,3,0.08,2,0,0,0,1,0
ENG-Premier League,1920,Norwich City,Michael McGovern,NIR,GK,35,1984,1.8,1,0.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Moritz Leitner,GER,MF,26,1992,7.6,19,2.5,17,1,0,1,0,0,1,0.13,1,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Ondrej Duda,SVK,MF,24,1994,8.0,30,3.73,17,8,1,3,1,0,2,0.25,1,0,0,1,0,0
ENG-Premier League,1920,Norwich City,Onel Hernández,CUB,"FW,MF",26,1993,15.4,45,2.93,26,2,12,3,2,0,5,0.33,3,0,2,0,0,0
ENG-Premier League,1920,Norwich City,Patrick Roberts,ENG,"FW,MF",22,1997,0.3,3,10.38,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Ralf Fährmann,GER,GK,30,1988,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Sam Byram,ENG,DF,25,1993,14.4,21,1.46,15,0,0,3,2,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Teemu Pukki,FIN,FW,29,1990,32.1,63,1.96,44,0,7,9,2,1,4,0.12,4,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Tim Krul,NED,GK,31,1988,36.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Timm Klose,SUI,DF,31,1988,6.5,2,0.31,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Todd Cantwell,ENG,"FW,MF",21,1998,27.7,75,2.71,59,1,3,5,6,1,5,0.18,5,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Tom Trybull,GER,MF,26,1993,12.6,9,0.72,8,0,0,1,0,0,2,0.16,2,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Ben Osborn,ENG,"MF,DF",24,1994,6.6,14,2.12,12,0,0,1,1,0,4,0.61,3,0,0,1,0,0
ENG-Premier League,1920,Sheffield Utd,Billy Sharp,ENG,FW,33,1986,11.7,31,2.65,22,0,5,1,3,0,2,0.17,2,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Callum Robinson,IRL,"FW,MF",24,1995,7.5,10,1.33,9,0,0,0,0,1,1,0.13,1,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Chris Basham,ENG,DF,31,1988,36.0,27,0.75,24,1,2,0,0,0,3,0.08,3,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,David McGoldrick,IRL,FW,31,1987,20.2,42,2.08,29,1,8,3,1,0,6,0.3,4,0,2,0,0,0
ENG-Premier League,1920,Sheffield Utd,Dean Henderson,ENG,GK,22,1997,36.0,5,0.14,2,3,0,0,0,0,1,0.03,0,1,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Enda Stevens,IRL,DF,29,1990,37.2,77,2.07,63,5,5,2,2,0,9,0.24,8,0,1,0,0,0
ENG-Premier League,1920,Sheffield Utd,George Baldock,GRE,DF,26,1993,38.0,71,1.87,54,5,6,0,6,0,6,0.16,4,0,1,0,1,0
ENG-Premier League,1920,Sheffield Utd,Jack O'Connell,ENG,DF,25,1994,32.4,29,0.9,26,0,0,2,1,0,2,0.06,2,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Jack Robinson,ENG,DF,25,1993,5.6,4,0.71,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Jack Rodwell,ENG,MF,28,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,John Egan,IRL,DF,26,1992,35.4,11,0.31,6,0,0,5,0,0,1,0.03,0,0,0,1,0,0
ENG-Premier League,1920,Sheffield Utd,John Fleck,SCO,MF,27,1991,28.0,84,3.0,56,16,8,2,1,1,6,0.21,5,0,1,0,0,0
ENG-Premier League,1920,Sheffield Utd,John Lundstram,ENG,MF,25,1994,27.3,58,2.12,48,1,0,5,2,2,7,0.26,6,0,0,1,0,0
ENG-Premier League,1920,Sheffield Utd,Kieron Freeman,WAL,FW,27,1992,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Leon Clarke,ENG,"FW,MF",34,1985,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Luke Freeman,ENG,MF,27,1992,4.1,7,1.72,5,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Lys Mousset,FRA,FW,23,1996,13.8,29,2.1,15,0,7,4,2,1,4,0.29,3,0,0,1,0,0
ENG-Premier League,1920,Sheffield Utd,Muhamed Bešić,BIH,MF,26,1992,2.8,6,2.16,6,0,0,0,0,0,1,0.36,1,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Oliver McBurnie,SCO,FW,23,1996,23.5,31,1.32,21,0,2,7,1,0,2,0.09,0,0,0,2,0,0
ENG-Premier League,1920,Sheffield Utd,Oliver Norwood,NIR,MF,28,1991,34.3,83,2.42,48,29,0,4,1,1,6,0.17,4,2,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Phil Jagielka,ENG,DF,36,1982,2.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Ravel Morrison,JAM,MF,26,1993,0.1,1,6.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Richairo Živković,CUW,FW,22,1996,1.2,3,2.41,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Sheffield Utd,Sander Berge,NOR,MF,21,1998,10.5,7,0.67,5,0,1,1,0,0,2,0.19,1,0,1,0,0,0
ENG-Premier League,1920,Sheffield Utd,Simon Moore,ENG,GK,29,1990,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Southampton,Alex McCarthy,ENG,GK,29,1989,28.0,6,0.21,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Southampton,Angus Gunn,SCO,GK,23,1996,10.0,1,0.1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1920,Southampton,Che Adams,SCO,FW,23,1996,12.3,29,2.35,18,0,4,3,3,1,6,0.49,3,0,1,0,2,0
